StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,AtRisk
1032,15,0,0,3,8.1327305377,17,0,4,0,0,0,1,1.8475354711,4,0
1033,18,0,0,3,7.6632893712,25,0,1,0,1,0,0,0.3846169729,4,1
1034,16,0,3,3,15.893257848,21,0,0,1,1,0,0,0.9494060978000001,4,1
1035,16,0,0,3,9.126336411,27,1,2,1,1,0,0,1.1409594184,4,1
1036,15,0,3,1,3.4153652001,23,0,1,0,0,0,0,0.2614722601,4,1
1037,18,0,0,1,5.3441979097,26,1,1,0,0,0,0,0.2182848568,4,1
1038,15,0,2,1,10.182267703800001,21,1,1,0,1,0,0,1.067763551,4,1
1039,15,1,1,1,2.9490783485,3,1,1,1,1,0,0,3.0189058584,1,0
1040,17,1,2,1,12.2331135129,21,1,3,1,1,0,0,1.5268678318,4,1
1041,17,1,3,2,11.314946131,23,1,1,0,0,0,0,1.0582873997,4,1
1042,17,0,0,1,14.2940463276,7,0,2,0,0,0,0,2.6251280977,2,0
1043,16,1,3,2,18.7540923076,12,1,4,0,0,0,0,2.808754822,2,0
1044,18,1,0,1,18.245091222,9,0,2,0,1,0,0,2.8888916693,2,0
1045,18,1,0,1,18.9215123614,1,1,3,1,1,0,0,4.0,0,0
1046,18,0,0,2,4.8943119405,7,0,4,0,0,1,0,2.5153002723,2,0
1047,18,0,1,2,2.6313061328,5,0,1,1,0,0,0,2.56376543,2,0
1048,17,0,0,2,6.0455340099,15,0,2,0,0,0,0,1.7036118032,4,0
1049,16,0,1,2,17.9017034553,17,0,3,0,0,1,0,2.0998851567,3,0
1050,16,1,1,1,19.4410694925,16,0,4,1,0,0,0,2.4610469629000002,3,0
1051,17,1,2,2,17.1864990214,5,0,3,0,0,0,0,2.9354771917,2,0
1052,16,1,2,0,2.2003544226,12,1,1,1,0,1,0,1.9863780592,4,0
1053,17,1,0,1,18.9485599612,22,0,4,0,0,1,0,1.5715441914000001,4,1
1054,18,0,0,2,8.467160547,13,0,1,0,1,0,0,1.6643106897000002,4,1
1055,17,0,0,0,0.1862058152,29,1,2,1,1,0,0,0.7562591666,4,1
1056,18,0,0,1,8.847874815,25,0,2,0,1,0,0,0.8027695392,4,1
1057,18,1,0,4,0.9213833935,20,0,2,0,1,1,0,1.342387178,4,1
1058,15,0,0,4,10.8775584232,29,0,3,1,0,0,0,0.2865712883,4,1
1059,17,0,0,1,6.7710805487,9,1,3,0,1,0,0,2.6138386937,2,0
1060,15,1,3,0,9.4686986719,23,0,3,0,1,0,0,0.9290125546,4,1
1061,17,1,1,1,12.2634072149,10,0,0,1,0,1,0,1.8927586959,4,0
1062,17,0,0,1,17.3760219164,12,0,2,0,0,1,0,2.3312615493,3,0
1063,15,0,1,3,13.2380315294,11,0,3,0,1,0,0,2.2342384726,3,0
1064,15,0,0,1,8.6809773696,8,0,2,0,1,0,0,2.3858282191,3,0
1065,17,0,0,2,16.3885570734,3,1,4,0,0,0,0,3.3473567435,1,0
1066,16,0,1,1,18.1116427515,6,1,3,1,0,0,0,3.2618553073,1,0
1067,18,0,0,4,2.3951993286,23,0,3,0,1,0,0,1.0396238791,4,1
1068,15,1,0,1,10.6386595511,28,0,0,0,1,0,0,0.027818624700000003,4,1
1069,18,1,3,2,5.6902391948,21,1,3,0,0,1,0,1.3299645379,4,1
1070,16,1,2,1,0.9412239575,1,0,4,0,0,1,0,3.2839165219,1,0
1071,16,0,1,2,13.3709339023,6,0,2,1,0,0,0,2.9374541822999998,2,0
1072,16,1,1,1,17.2554155492,28,0,3,0,0,1,1,0.7388682028,4,1
1073,15,0,1,1,3.2580530895,8,0,2,1,1,0,0,2.5568016628,2,0
1074,16,0,0,3,16.2482731525,4,1,2,0,0,0,0,3.300928569,1,0
1075,15,1,0,3,17.0679146707,14,0,3,1,0,1,0,2.2006829466,3,0
1076,16,0,0,3,18.2868088533,17,0,3,0,1,0,0,1.8558655732,4,0
1077,18,0,0,2,5.3057017817,3,0,3,0,0,0,0,2.7344014944,2,0
1078,18,1,1,3,18.0790613038,18,1,1,1,1,0,0,2.1317372972,3,0
1079,17,1,0,0,6.4132550947,19,0,1,0,0,0,0,0.9797699108000001,4,1
1080,18,1,3,1,11.0467602691,25,0,3,0,1,0,0,0.9943250236000001,4,1
1081,17,0,3,1,1.0101494166,6,0,1,0,1,0,0,2.0746999768,3,0
1082,18,1,2,2,0.8776217674000001,25,0,2,0,0,0,0,0.5005080358,4,1
1083,15,1,1,1,14.4074642546,7,0,0,1,1,0,0,2.5324384176,2,0
1084,18,0,2,1,8.8895995596,16,0,1,0,1,0,0,1.4633780358,4,1
1085,17,1,0,2,5.1258475074,12,0,3,1,1,0,0,2.3428367732,3,0
1086,17,1,2,3,3.8082699205,23,0,3,0,0,0,0,1.1588463345,4,1
1087,16,1,0,1,13.399069817200001,20,1,1,1,0,1,1,1.5237487447,4,1
1088,15,0,2,1,0.0080308805,27,0,1,0,0,1,0,0.0,4,1
1089,18,0,0,1,16.1178233839,22,0,0,1,0,1,0,1.0586220144,4,1
1090,16,0,2,1,1.5849921226,10,0,2,0,0,1,1,2.2297401842,3,0
1091,18,0,3,1,3.8297922982,26,0,1,0,0,0,1,0.1947432807,4,1
1092,18,1,0,2,7.724727906,0,0,2,1,1,0,0,3.5069200714,0,0
1093,16,0,0,2,9.6971747943,1,1,3,0,0,0,0,3.5522869434,0,0
1094,16,0,3,2,7.0999023163,16,1,3,0,1,0,0,2.2384913543,3,0
1095,16,1,0,1,6.4142432997,4,0,1,1,1,0,0,2.7084723439,2,0
1096,16,1,2,3,19.2783202415,29,0,3,0,0,0,1,0.7329082339,4,1
1097,16,1,1,1,12.8315936249,29,0,4,0,0,1,0,0.9654824453,4,1
1098,18,0,0,2,0.46865910730000004,5,0,2,0,1,0,0,2.5552328599000003,2,0
1099,16,0,0,3,8.603518168899999,25,0,2,1,0,1,1,0.7443222999,4,1
1100,15,0,0,1,17.5001739949,24,0,2,0,0,0,0,0.7220565814000001,4,1
1101,17,1,2,1,6.0291237282,23,1,1,1,1,0,1,1.2712295298,4,1
1102,16,1,0,3,1.8911268955,6,0,3,1,0,1,1,2.5261421414000003,2,0
1103,16,0,1,1,15.1676954318,27,0,3,1,1,0,0,0.9424153954000001,4,1
1104,18,1,0,2,12.1202766387,20,1,2,0,1,0,0,1.5156390983999999,4,1
1105,16,1,1,0,11.4062501565,29,0,3,1,0,0,0,0.6482739267000001,4,1
1106,16,1,2,2,1.0715311921,14,0,3,0,1,1,1,2.0488500821,3,0
1107,16,0,3,1,2.8099801959,18,0,0,1,0,0,1,0.8422959993,4,1
1108,18,1,0,0,12.4509879243,15,0,1,0,1,0,0,1.4641879237,4,1
1109,16,1,2,2,4.1564768292,24,1,3,1,1,0,0,1.4879468652,4,1
1110,17,0,2,1,10.081401595,12,1,4,0,0,0,0,2.5875657964,2,0
1111,18,0,1,1,10.8976337206,4,1,3,0,0,0,0,3.2208069782,1,0
1112,17,1,3,0,5.6701438054,2,1,4,0,0,1,0,3.5451594318,0,0
1113,18,1,0,1,18.9685031108,2,0,2,0,0,0,0,3.0895989531,1,0
1114,16,0,0,1,16.8492821367,18,1,1,0,1,1,0,1.9199564399,4,0
1115,17,0,2,0,14.4474701527,13,1,2,0,0,0,0,2.1985931846,3,0
1116,18,1,0,3,1.5598773282,15,0,0,0,0,0,1,0.8782126168000001,4,1
1117,15,1,2,0,2.1226003862,21,0,3,1,0,1,0,1.3403686475,4,1
1118,16,1,2,2,9.8556269173,16,0,4,0,0,0,0,1.8195113357000001,4,0
1119,18,1,0,1,3.2142669838,26,0,3,0,1,0,0,0.6193509315,4,1
1120,15,0,2,1,19.5653092706,3,0,2,1,0,1,1,3.6194608697,0,0
1121,18,1,0,3,3.1704046805,12,1,1,1,1,0,0,2.1749027962,3,0
1122,15,1,1,1,9.7493567093,7,1,1,0,1,1,0,2.9744060149,2,0
1123,16,0,1,4,7.2824211368,18,0,2,0,0,0,0,0.9807358437,4,1
1124,17,1,3,1,12.7877284291,4,0,3,0,0,0,0,3.1016738090000002,1,0
1125,15,0,0,2,2.5807281778,1,1,2,1,0,1,0,3.4982573418,1,0
1126,18,1,0,2,8.6063285608,14,0,4,1,0,0,0,2.5905534451000003,2,0
1127,16,1,1,3,5.4941006561,1,0,3,1,0,0,0,3.5350037582000002,0,0
1128,15,0,2,2,17.7550304934,10,1,1,0,1,0,0,2.8199217453000003,2,0
1129,18,0,1,2,0.8117142427,12,1,1,1,1,0,0,2.0165967745,3,0
1130,18,1,0,1,18.2745498801,22,1,3,0,0,0,0,1.3711850389,4,1
1131,18,1,0,1,16.6598827711,9,0,1,0,0,0,0,2.104795588,3,0
1132,15,1,0,3,5.9514143288,2,0,3,0,0,0,0,3.0304390887,1,0
1133,15,0,2,1,15.7858130935,4,1,2,0,1,0,0,3.5824218723,0,0
1134,15,1,0,1,0.6242712068,2,0,1,1,0,0,0,2.426546706,3,0
1135,17,0,0,2,19.3373110059,5,1,2,1,0,0,0,3.1614362703,1,0
1136,15,0,3,1,10.5318988518,12,0,2,1,0,0,0,2.1226385296,3,0
1137,15,1,0,4,6.0656205213,9,0,3,0,1,0,0,2.204860581,3,0
1138,15,0,3,2,7.2516642519,18,0,0,1,0,1,1,1.1829875005,4,1
1139,17,1,1,2,1.3281070692,7,0,3,1,0,0,0,2.7387957163000003,2,0
1140,15,1,2,3,19.7869902808,17,1,3,0,0,0,0,2.237901301,3,0
1141,18,1,0,0,0.785838903,2,0,3,1,0,0,0,3.1394815464,1,0
1142,15,1,0,1,13.098142463,23,1,0,1,1,0,0,1.0460447711,4,1
1143,18,1,2,2,8.8547185541,23,1,3,0,0,0,0,0.8164582452,4,1
1144,18,0,2,1,18.9783243638,16,0,2,1,0,1,0,2.0335446205,3,0
1145,18,0,2,2,4.9199948061,7,1,2,1,1,0,0,2.4320785228,3,0
1146,17,1,0,3,10.6417364788,9,0,3,1,0,0,0,2.6597713195,2,0
1147,17,1,2,2,9.6471241717,1,1,2,1,0,0,1,3.5888879398,0,0
1148,17,0,2,1,14.057328881,11,0,3,0,1,0,0,2.3145876278,3,0
1149,15,0,1,4,1.360204639,22,0,1,1,1,0,1,1.0072258202,4,1
1150,18,0,2,2,3.8757826005,5,0,3,1,0,0,0,2.8816123215,2,0
1151,17,0,2,2,4.2912964019,1,0,1,0,1,1,0,2.8045049289,2,0
1152,17,1,1,1,14.7630150968,20,1,3,0,1,0,0,1.7629211241,4,0
1153,15,1,0,3,3.7827739265,22,0,4,1,0,0,1,1.119911263,4,1
1154,17,0,0,2,11.4698352778,23,0,2,0,0,0,0,1.0306575057,4,1
1155,15,1,0,2,4.30487641,2,0,2,1,0,0,0,3.0756193537,1,0
1156,16,0,0,3,17.2324990017,16,1,3,1,1,0,0,2.6314340651,2,0
1157,17,1,0,1,18.8437090898,28,0,0,0,1,1,1,0.5030669073,4,1
1158,16,0,0,2,10.3698594988,6,0,2,0,0,0,0,2.7842378371,2,0
1159,15,1,0,3,7.0461776842,28,0,2,0,0,0,0,0.2476267651,4,1
1160,18,0,0,1,4.6811555003,20,0,3,0,0,0,1,1.1895487696,4,1
1161,17,0,2,2,0.9956200305,4,1,3,1,0,0,1,3.3759940088000002,1,0
1162,15,1,3,3,5.3700015239,22,1,3,0,0,0,0,1.2935735564,4,1
1163,18,0,0,2,13.0847155989,0,1,3,0,0,1,1,3.7185869043,0,0
1164,18,1,3,2,10.6723386262,7,0,3,1,0,0,0,2.6705596148,2,0
1165,16,1,1,3,18.8808255656,11,1,2,1,0,0,0,2.3696480134,3,0
1166,15,0,0,3,7.9255452498,13,0,2,0,1,0,0,1.6244868202,4,1
1167,18,1,0,1,13.8772668466,15,1,2,1,1,0,0,2.5374768278,2,0
1168,17,1,1,0,9.7864549495,9,0,4,0,1,0,0,2.2984179285,3,0
1169,17,1,2,2,10.2515243185,14,0,3,1,0,0,0,2.2598041505,3,0
1170,16,1,2,2,5.3554862921,20,0,2,0,1,0,0,1.3213433009,4,1
1171,18,1,0,2,9.0990155368,23,0,3,0,1,0,0,0.9499742281,4,1
1172,15,0,0,2,9.4156999403,25,0,2,1,0,0,1,0.8187866161,4,1
1173,17,1,0,1,14.132850435,14,1,3,0,0,0,0,2.3392245128,3,0
1174,18,1,0,2,18.8127999837,9,0,2,0,1,0,0,2.682776288,2,0
1175,18,1,0,1,6.5864255497,20,1,1,1,0,0,0,1.5438374711,4,1
1176,16,1,0,2,0.8440093716,27,0,3,1,0,0,0,0.1969011048,4,1
1177,17,1,2,2,9.92590251,6,0,3,0,0,0,0,2.7486102574,2,0
1178,17,0,3,1,10.889226643,25,1,2,1,0,1,0,1.1048937877,4,1
1179,15,1,0,1,3.3688110226,2,0,2,1,0,0,0,2.5534398114,2,0
1180,17,0,3,2,15.2092921255,1,0,3,1,0,0,1,3.2742334588,1,0
1181,15,0,0,2,19.6985821688,5,1,3,0,0,0,0,3.186060378,1,0
1182,17,0,0,1,18.9154943402,20,0,3,1,0,0,0,1.7221157502,4,0
1183,16,0,0,4,3.9421207765,8,0,2,1,1,0,0,2.3380463576,3,0
1184,17,1,1,2,17.507264798,9,1,4,1,1,0,0,3.2739987484,1,0
1185,15,0,3,4,14.0898727282,3,0,3,0,0,0,0,2.9935023912,2,0
1186,15,0,1,2,9.0769312761,26,1,3,1,0,0,0,0.8963978990000001,4,1
1187,16,1,0,2,10.8122198865,2,0,3,0,0,0,0,2.9610552588,2,0
1188,17,1,1,3,16.9920034996,8,0,1,1,0,0,0,2.6743510955,2,0
1189,17,1,0,2,9.6026987928,23,0,0,1,1,0,0,1.2178731513,4,1
1190,16,0,2,2,7.4641473821,21,1,3,0,0,0,0,1.3655911103,4,1
1191,17,1,1,1,9.8649498605,16,0,2,0,0,0,1,1.5222748447,4,1
1192,17,1,0,2,11.5825960807,13,1,3,0,0,0,0,2.2314023974,3,0
1193,15,0,1,1,3.7815530755999998,9,0,2,1,0,0,0,2.1352663549,3,0
1194,17,1,1,1,18.0181546053,12,0,2,0,0,0,0,2.255698915,3,0
1195,17,1,0,0,13.4837389766,11,1,1,1,0,1,0,2.7511457876,2,0
1196,16,1,1,0,12.6653783467,26,0,3,1,1,0,0,0.8976341586000001,4,1
1197,16,1,0,4,1.9899245236,0,0,1,1,0,0,1,3.1173544348,1,0
1198,18,0,2,1,12.0834787635,27,0,3,1,0,1,0,1.2875951313,4,1
1199,15,1,2,2,2.4192132448,21,0,2,0,0,0,0,0.571053098,4,1
1200,17,1,2,3,1.5739535038999999,28,0,3,1,0,0,0,0.5813557995,4,1
1201,17,0,1,2,10.5462179128,18,0,1,0,0,1,0,1.6434624041,4,1
1202,18,1,1,1,8.0557106809,18,0,1,0,0,0,0,1.2348440408,4,1
1203,17,0,0,2,11.7762054031,5,0,3,0,1,0,1,2.9680936196000003,2,0
1204,15,1,2,2,1.7844433611000001,12,0,2,1,0,0,0,2.0092984797,3,0
1205,18,0,0,2,8.6196612569,18,0,1,1,0,0,0,1.1460860341,4,1
1206,15,0,0,2,3.4957343009,12,1,4,0,0,0,0,2.1923631979,3,0
1207,18,0,0,4,19.7420017185,26,1,1,1,0,0,0,0.9457308733,4,1
1208,18,0,0,2,11.2230042487,25,0,2,1,0,0,0,0.5672500285000001,4,1
1209,16,1,1,1,13.7487372188,21,0,1,0,0,0,0,0.9707643471,4,1
1210,15,0,0,2,6.5083656137,20,1,2,1,0,1,1,1.6560601255,4,1
1211,17,1,2,0,1.8947782956,3,0,2,0,0,1,0,2.8393132492,2,0
1212,17,0,0,3,19.5174172557,23,0,1,0,0,1,1,0.1898180599,4,1
1213,15,0,0,1,5.7251807077,1,0,3,1,0,0,0,3.258294685,1,0
1214,17,0,1,1,8.4761637035,14,1,2,0,0,0,0,1.9200558527,4,0
1215,17,1,0,3,12.9972784341,11,0,3,0,0,0,0,2.0217714944,3,0
1216,15,0,0,2,0.4939459537,29,1,1,1,0,0,0,0.1259330746,4,1
1217,18,1,2,1,16.2051826103,26,1,2,1,0,0,0,1.2870134124,4,1
1218,15,1,0,2,10.7315638006,6,0,0,1,0,1,0,2.5914267032,2,0
1219,18,1,2,3,5.5643437414,19,1,3,0,0,0,0,1.4633796485000001,4,1
1220,17,1,0,1,1.2321597058,17,0,3,0,0,0,0,1.4655493864,4,1
1221,17,1,0,3,3.2499683095,22,0,3,1,1,0,1,1.7104668377,4,0
1222,17,1,2,0,17.9006771771,12,0,2,0,1,0,1,2.2885056853,3,0
1223,16,1,0,2,13.7204844787,16,0,3,0,0,1,0,1.9609688486999999,4,0
1224,18,1,0,3,4.9980344327,3,0,3,0,0,0,0,2.6216233263,2,0
1225,16,1,0,1,1.3120152989,24,0,0,1,0,0,0,0.7683163860000001,4,1
1226,16,0,0,2,13.8123062477,13,0,1,0,0,1,0,1.8064063454000001,4,0
1227,15,0,2,1,11.4481545194,19,0,2,0,0,0,0,0.8818663531,4,1
1228,16,0,0,2,8.0903904892,27,0,3,0,1,0,0,0.8170682207000001,4,1
1229,15,0,2,2,7.2722289838,12,1,0,0,0,0,0,1.4461325277000001,4,1
1230,15,0,2,2,4.3362855186,2,0,3,0,1,0,0,3.3390943622,1,0
1231,16,1,0,1,13.3922251308,25,0,2,0,0,0,0,0.8196254779000001,4,1
1232,18,1,3,1,19.4133605559,25,0,2,0,0,0,0,0.6768179731,4,1
1233,18,1,0,0,3.5143049167,17,0,1,0,1,0,1,1.3895448745,4,1
1234,18,1,3,1,11.9423324003,13,0,2,0,1,0,1,1.9915084140000001,4,0
1235,18,1,0,2,8.4837011149,14,0,0,0,1,0,0,1.6398675504,4,1
1236,18,1,1,3,8.9337744349,2,0,0,0,1,0,0,2.5117430206,2,0
1237,16,1,0,2,5.0829456026,0,0,3,0,0,1,0,2.9839199496,2,0
1238,16,0,0,2,16.5026975132,25,1,2,0,0,1,0,1.2586548544,4,1
1239,17,0,1,4,9.7051120829,23,1,2,0,0,0,0,1.4179299274,4,1
1240,18,0,2,2,10.868117044,16,0,1,1,0,1,0,1.5970165724,4,1
1241,16,0,0,3,6.0952182559,2,1,2,0,1,0,0,3.0886998682,1,0
1242,17,1,0,2,3.6361693133,13,0,0,1,1,0,0,1.6413414428,4,1
1243,18,1,2,1,1.7182077641,2,0,2,0,1,0,0,2.5868706563,2,0
1244,15,1,1,0,14.2823828185,12,1,2,0,0,0,0,2.3890326452,3,0
1245,17,0,3,2,3.9246856338000002,14,0,2,1,0,0,0,1.8981464003,4,0
1246,16,1,2,1,13.8015070838,17,0,4,0,1,0,0,2.110487975,3,0
1247,15,1,3,1,7.8075289209,13,0,2,0,0,0,0,1.7002735894,4,0
1248,15,1,2,2,8.3154960198,20,0,2,1,0,0,0,1.0444999951,4,1
1249,15,0,0,2,9.3835499219,25,0,2,0,1,0,0,1.1941661338,4,1
1250,17,1,0,2,7.3541701626,2,0,1,0,0,1,0,2.6491368282,2,0
1251,16,0,2,1,2.0123995445,18,0,3,0,1,0,0,1.2341413889,4,1
1252,15,0,1,1,6.1926362001,7,0,2,1,0,0,0,2.1274088659,3,0
1253,18,0,0,2,13.2746872139,3,1,1,1,0,0,0,2.9138876491000003,2,0
1254,15,0,0,4,13.3156880294,3,0,3,0,0,0,1,3.1193939132,1,0
1255,15,1,3,2,5.7244861448,18,1,0,0,0,0,0,1.0363787383,4,1
1256,17,0,1,3,9.2020525312,10,0,4,1,0,0,1,2.403284547,3,0
1257,17,0,0,2,3.8689445602,0,1,3,0,0,0,0,3.1565080639,1,0
1258,16,1,0,2,4.2074416306,7,1,2,0,1,1,0,2.7234718587,2,0
1259,18,1,0,1,0.46094176810000004,14,0,1,1,1,0,0,1.5309511463,4,1
1260,17,0,0,2,17.9349309982,0,0,1,0,0,0,0,3.4685813491,1,0
1261,15,1,0,2,4.2141333015,6,0,1,1,0,0,0,2.3020320443,3,0
1262,16,0,0,2,4.5506775387000005,20,1,1,1,0,0,0,1.2656779092,4,1
1263,15,0,2,2,5.5920286529,19,0,2,1,1,0,1,1.4796022277,4,1
1264,15,0,0,2,2.5481614339,19,0,4,0,0,1,1,1.4450767192,4,1
1265,17,0,2,1,12.7852576636,23,0,2,0,0,0,0,0.8094338104000001,4,1
1266,16,1,2,2,1.5028590635999999,10,1,3,0,0,0,0,2.15023327,3,0
1267,18,0,0,1,2.6840485265,26,0,3,0,0,0,0,0.5591437155,4,1
1268,18,1,1,3,12.8951345318,28,0,3,0,0,0,0,0.5807884852,4,1
1269,17,1,0,1,6.7932124096,13,0,0,0,1,1,1,1.602089196,4,1
1270,17,1,2,0,14.158956534,21,1,2,0,1,0,0,1.0027983636,4,1
1271,16,1,0,2,11.1484948934,15,0,3,0,0,0,0,1.6630634532,4,1
1272,18,0,1,2,5.1204234612,13,0,3,0,0,0,1,1.5315464597,4,1
1273,18,1,1,2,13.0165590098,11,0,4,0,0,0,0,2.205842147,3,0
1274,18,0,0,1,2.3254736059,16,0,3,0,0,0,1,1.155338561,4,1
1275,15,1,0,2,10.7282076616,13,1,1,0,0,0,0,2.1537583399,3,0
1276,18,1,1,1,8.7429621009,9,0,2,1,0,0,1,2.5927866863,2,0
1277,15,0,2,3,5.3574716562999996,23,0,0,1,1,0,0,0.9123305071000001,4,1
1278,16,0,0,3,12.0800999548,28,1,3,0,0,0,0,0.6956309335,4,1
1279,15,0,1,2,17.4266718468,13,1,2,0,0,0,0,2.1396198914,3,0
1280,16,1,0,1,19.9780939953,17,0,3,0,0,0,0,1.5504493309,4,1
1281,18,1,2,2,12.1552553749,21,0,4,0,0,0,1,1.5475367004,4,1
1282,18,0,0,0,8.0941174866,8,1,3,0,0,1,0,2.9665480343,2,0
1283,16,0,2,2,4.5041420043,16,0,2,1,0,0,1,1.633679371,4,1
1284,17,0,0,1,5.1419217879,5,1,1,0,0,0,0,2.3325403195,3,0
1285,16,0,0,3,9.589099563,7,1,3,1,1,1,0,3.2702623094,1,0
1286,17,1,0,0,7.3455540256,25,0,1,0,0,0,0,0.3464705926,4,1
1287,15,0,0,2,18.2762904525,12,1,1,0,0,0,0,1.8949043363,4,0
1288,15,0,1,2,7.3659093531,17,0,1,0,0,0,0,1.4567426011,4,1
1289,15,0,0,2,7.4688918229,4,0,2,1,0,0,0,2.5537231513,2,0
1290,18,0,2,0,7.6706902487,5,0,1,0,0,0,0,2.2241974612,3,0
1291,15,1,0,4,16.7324042074,20,1,4,0,1,1,0,1.8476004181,4,0
1292,17,0,0,2,13.0157664169,18,0,4,1,0,0,0,1.8497607071000002,4,0
1293,15,1,0,2,12.2833770064,3,0,4,0,0,1,0,3.2687942156,1,0
1294,16,0,0,1,6.6828604476999995,6,1,0,0,0,0,1,2.5465166372,2,0
1295,16,0,0,2,16.3580835366,3,0,4,0,0,0,0,3.1012292205,1,0
1296,18,1,0,2,0.7672772271,24,0,4,0,0,1,0,0.655954078,4,1
1297,16,0,0,0,17.4159434468,10,1,4,0,1,0,0,3.0885123056,1,0
1298,17,1,0,1,10.2549979959,11,1,3,0,0,0,0,1.9925598055,4,0
1299,15,1,1,3,7.9650046973,13,1,3,0,1,0,0,2.6052474455,2,0
1300,18,0,1,1,9.9433456144,12,1,1,0,0,0,0,1.7339724542,4,0
1301,15,1,0,1,13.3483106107,28,0,3,1,0,0,0,1.1138487879,4,1
1302,15,1,0,2,0.2553085304,9,0,0,1,0,0,0,1.6492502517,4,1
1303,17,1,3,2,17.4310371292,17,0,2,0,0,0,0,1.3375549802,4,1
1304,16,1,1,0,8.9347905062,15,0,4,0,0,0,0,1.9846599186,4,0
1305,16,1,1,2,6.8593303940000006,4,0,2,0,1,1,0,3.060881656,1,0
1306,15,1,0,1,2.7649113127,7,1,1,0,0,0,0,2.3928973584,3,0
1307,18,1,2,0,8.7893074872,13,0,4,0,0,0,0,2.0837969901,3,0
1308,16,1,2,0,9.9264554257,4,0,4,0,1,0,1,3.6457380488,0,0
1309,18,0,1,3,8.0729338899,25,0,1,1,0,0,0,0.3222860816,4,1
1310,16,0,3,1,13.5732018765,27,0,3,0,1,0,0,1.1295143344,4,1
1311,18,1,0,0,8.4179305752,23,0,2,1,0,0,0,0.6307569439,4,1
1312,17,0,0,2,19.2283515569,7,0,2,0,0,1,1,3.1572296388,1,0
1313,18,1,2,3,11.9855503565,24,0,1,0,0,0,0,0.6800877875,4,1
1314,17,1,2,1,16.149558713,25,0,0,0,0,0,0,0.7963598479,4,1
1315,17,0,0,2,2.1871180622,5,1,1,0,1,0,0,2.8440392149,2,0
1316,18,1,0,0,7.9458258589,15,1,0,0,1,0,0,1.2534518542,4,1
1317,17,1,0,2,6.7369540289,27,0,4,0,0,0,0,0.5345088805,4,1
1318,15,1,0,2,11.3896477627,3,1,3,1,0,0,0,3.1910461182,1,0
1319,17,1,2,2,17.2222704012,11,0,3,0,0,1,0,2.8154212753000003,2,0
1320,16,0,1,1,1.5667643552000001,10,0,3,0,0,0,0,2.1571223033,3,0
